feature,file_name,branch,attack_family,attack_subtype,dtype,missing_count_sample,missing_ratio_sample,unique_values_sample
stream_5_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,13809
stream_5_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,48,0.0016,13937
src_ip_5_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,6152
src_ip_5_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,17791
src_ip_5_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,203,0.0067666666666666665,27427
src_ip_mac_5_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,6152
src_ip_mac_5_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,17791
src_ip_mac_5_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,105,0.0035,27428
channel_5_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,6156
channel_5_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,23015
channel_5_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,34,0.0011333333333333334,28059
stream_jitter_5_sum,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,26239
stream_jitter_5_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,29938
stream_jitter_5_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,85,0.0028333333333333335,29914
stream_10_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,8198
stream_10_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,15435
stream_10_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,41,0.0013666666666666666,15643
src_ip_10_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,7463
src_ip_10_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,19571
src_ip_10_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,196,0.006533333333333334,27679
src_ip_mac_10_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,7463
src_ip_mac_10_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,19574
src_ip_mac_10_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,76,0.002533333333333333,27683
channel_10_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,7463
channel_10_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,23877
channel_10_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,24,0.0008,28220
stream_jitter_10_sum,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,27357
stream_jitter_10_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,29943
stream_jitter_10_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,79,0.0026333333333333334,29919
stream_30_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,15108
stream_30_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,18056
stream_30_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,18075
src_ip_30_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,11341
src_ip_30_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,22088
src_ip_30_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,195,0.0065,28507
src_ip_mac_30_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,11341
src_ip_mac_30_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,22096
src_ip_mac_30_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,67,0.0022333333333333333,28516
channel_30_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,11347
channel_30_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,25999
channel_30_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,24,0.0008,29069
stream_jitter_30_sum,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,29296
stream_jitter_30_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,29951
stream_jitter_30_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,77,0.0025666666666666667,29922
stream_60_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,15108
stream_60_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,18056
stream_60_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,18075
src_ip_60_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,11341
src_ip_60_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,171,0.0057,22088
src_ip_60_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,195,0.0065,28507
src_ip_mac_60_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,11341
src_ip_mac_60_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,22096
src_ip_mac_60_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,67,0.0022333333333333333,28516
channel_60_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,11347
channel_60_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,25999
channel_60_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,24,0.0008,29069
stream_jitter_60_sum,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,29296
stream_jitter_60_mean,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,39,0.0013,29951
stream_jitter_60_var,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,77,0.0025666666666666667,29922
ntp_interval,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,1
most_freq_spot,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,int64,0,0.0,17
min_et,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,10
q1,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,27
min_e,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,10
var_e,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,143
q1_e,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,27
sum_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,139
min_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,9
max_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,17
med_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,20
average_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,139
var_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,132
q3_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,34
q1_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,14
iqr_p,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,41
l3_ip_dst_count,DDoS-UDP_Fragmentation6.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation6,float64,0,0.0,7
stream,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,107
src_mac,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,51
dst_mac,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,36
src_ip,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,354,0.0118,56
dst_ip,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,354,0.0118,66
src_port,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,145
dst_port,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,125
inter_arrival_time,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,30000
time_since_previously_displayed_frame,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,2927
port_class_dst,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,4
l4_tcp,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,2
l4_udp,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,2
ttl,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,25
eth_size,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,78
tcp_window_size,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,104
payload_entropy,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,241
handshake_version,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,2
handshake_cipher_suites_length,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,5
handshake_ciphersuites,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,1
handshake_extensions_length,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,5
tls_server,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,4
handshake_sig_hash_alg_len,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,3
http_request_method,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,1
http_host,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,1
http_response_code,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,1
user_agent,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,1
dns_server,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,12
dns_query_type,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,29890,0.9963333333333333,3
dns_len_qry,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,10
dns_interval,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,100
dns_len_ans,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,5
device_mac,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,52
eth_src_oui,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,25
eth_dst_oui,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,26
payload_length,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,78
highest_layer,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,15
http_uri,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,1
http_content_len,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,1
http_content_type,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,object,0,0.0,1
icmp_type,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,5
icmp_checksum_status,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,2
icmp_data_size,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,2
jitter,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,4980
stream_1_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,1021
stream_1_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,12043
stream_1_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,221,0.007366666666666666,12807
src_ip_1_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,1114
src_ip_1_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,6127
src_ip_1_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,552,0.0184,22580
src_ip_mac_1_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,1114
src_ip_mac_1_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,6128
src_ip_mac_1_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,352,0.011733333333333333,22583
channel_1_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,1115
channel_1_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,11062
channel_1_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,178,0.005933333333333333,24926
stream_jitter_1_sum,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,22946
stream_jitter_1_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,29831
stream_jitter_1_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,310,0.010333333333333333,29685
stream_5_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,3555
stream_5_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,14687
stream_5_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,137,0.004566666666666667,15557
src_ip_5_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,3055
src_ip_5_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,15255
src_ip_5_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,433,0.014433333333333333,26679
src_ip_mac_5_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,3055
src_ip_mac_5_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,15258
src_ip_mac_5_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,159,0.0053,26683
channel_5_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,3055
channel_5_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,22446
channel_5_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,91,0.003033333333333333,27672
stream_jitter_5_sum,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,26334
stream_jitter_5_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,29861
stream_jitter_5_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,228,0.0076,29767
stream_10_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,6402
stream_10_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,15828
stream_10_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,123,0.0041,17128
src_ip_10_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,5514
src_ip_10_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,18829
src_ip_10_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,421,0.014033333333333333,27721
src_ip_mac_10_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,5514
src_ip_mac_10_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,18835
src_ip_mac_10_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,127,0.004233333333333334,27727
channel_10_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,5514
channel_10_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,26140
channel_10_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,73,0.0024333333333333334,28550
stream_jitter_10_sum,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,27363
stream_jitter_10_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,29866
stream_jitter_10_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,214,0.0071333333333333335,29784
stream_30_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,15040
stream_30_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,18124
stream_30_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,19374
src_ip_30_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,9033
src_ip_30_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,22170
src_ip_30_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,410,0.013666666666666667,28320
src_ip_mac_30_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,9033
src_ip_mac_30_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,22182
src_ip_mac_30_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,102,0.0034,28332
channel_30_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,9043
channel_30_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,28708
channel_30_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,65,0.0021666666666666666,29441
stream_jitter_30_sum,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,29474
stream_jitter_30_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,29875
stream_jitter_30_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,202,0.006733333333333333,29796
stream_60_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,15040
stream_60_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,18124
stream_60_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,19374
src_ip_60_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,9033
src_ip_60_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,354,0.0118,22170
src_ip_60_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,410,0.013666666666666667,28320
src_ip_mac_60_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,9033
src_ip_mac_60_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,22182
src_ip_mac_60_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,102,0.0034,28332
channel_60_count,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,9043
channel_60_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,28708
channel_60_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,65,0.0021666666666666666,29441
stream_jitter_60_sum,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,29474
stream_jitter_60_mean,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,107,0.0035666666666666668,29875
stream_jitter_60_var,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,202,0.006733333333333333,29796
ntp_interval,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,15
most_freq_spot,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,int64,0,0.0,15
min_et,DDoS-UDP_Fragmentation7.csv,Packet-Based,DDoS,DDoS-UDP-Fragmentation7,float64,0,0.0,35
